time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-13 00:00:00+00:00,135,20,21.0,5.0
2025-08-14 00:00:00+00:00,2,2,3.0,2.0
2025-08-15 00:00:00+00:00,57,4,1.0,1.0
2025-08-16 00:00:00+00:00,5,4,,
2025-08-17 00:00:00+00:00,202,27,7.0,1.0
2025-08-18 00:00:00+00:00,8,8,5.0,4.0
2025-08-19 00:00:00+00:00,81,13,,
2025-08-20 00:00:00+00:00,11,7,1.0,1.0
2025-08-21 00:00:00+00:00,187,15,25.0,2.0
2025-08-22 00:00:00+00:00,15,13,5.0,4.0
2025-08-23 00:00:00+00:00,150,24,15.0,2.0
2025-08-24 00:00:00+00:00,314,28,120.0,2.0
2025-08-25 00:00:00+00:00,322,28,8.0,5.0
2025-08-26 00:00:00+00:00,92,9,7.0,5.0
