time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-14 00:00:00+00:00,194,76,15,9
2023-07-15 00:00:00+00:00,12,3,15,8
2023-07-16 00:00:00+00:00,2,2,11,5
2023-07-17 00:00:00+00:00,13,8,81,5
2023-07-18 00:00:00+00:00,200,99,90,10
2023-07-19 00:00:00+00:00,279,105,20,13
2023-07-20 00:00:00+00:00,260,108,20,11
2023-07-21 00:00:00+00:00,252,88,9,6
2023-07-22 00:00:00+00:00,341,115,11,7
2023-07-23 00:00:00+00:00,358,113,5,5
2023-07-24 00:00:00+00:00,180,85,5,3
2023-07-25 00:00:00+00:00,70,14,42,5
2023-07-26 00:00:00+00:00,121,59,23,10
2023-07-27 00:00:00+00:00,128,64,9,7
