time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-28 00:00:00+00:00,178,48,57,6
2022-11-29 00:00:00+00:00,62,33,35,9
2022-11-30 00:00:00+00:00,301,107,18,7
2022-12-01 00:00:00+00:00,310,103,31,10
2022-12-02 00:00:00+00:00,225,86,21,8
2022-12-03 00:00:00+00:00,42,31,12,9
2022-12-04 00:00:00+00:00,5,2,10,3
2022-12-05 00:00:00+00:00,58,15,46,3
2022-12-06 00:00:00+00:00,136,68,25,3
2022-12-07 00:00:00+00:00,173,71,30,7
2022-12-08 00:00:00+00:00,167,64,26,7
2022-12-09 00:00:00+00:00,83,56,26,6
2022-12-10 00:00:00+00:00,115,60,7,3
2022-12-11 00:00:00+00:00,91,49,14,5
