time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-22 00:00:00+00:00,117,75,9,7
2023-01-23 00:00:00+00:00,166,70,8,5
2023-01-24 00:00:00+00:00,107,42,16,5
2023-01-25 00:00:00+00:00,108,48,8,4
2023-01-26 00:00:00+00:00,109,44,8,4
2023-01-27 00:00:00+00:00,111,49,10,4
2023-01-28 00:00:00+00:00,62,48,10,8
2023-01-29 00:00:00+00:00,61,41,24,13
2023-01-30 00:00:00+00:00,157,85,11,10
2023-01-31 00:00:00+00:00,256,119,7,4
2023-02-01 00:00:00+00:00,270,110,17,13
2023-02-02 00:00:00+00:00,194,100,8,6
2023-02-03 00:00:00+00:00,290,109,39,10
2023-02-04 00:00:00+00:00,189,90,14,2
