time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-17 00:00:00+00:00,584,187,17,11
2023-01-18 00:00:00+00:00,415,147,17,7
2023-01-19 00:00:00+00:00,177,91,43,12
2023-01-20 00:00:00+00:00,114,48,28,7
2023-01-21 00:00:00+00:00,105,62,22,7
2023-01-22 00:00:00+00:00,117,75,9,7
2023-01-23 00:00:00+00:00,166,70,8,5
2023-01-24 00:00:00+00:00,107,42,16,5
2023-01-25 00:00:00+00:00,108,48,8,4
2023-01-26 00:00:00+00:00,109,44,8,4
2023-01-27 00:00:00+00:00,111,49,10,4
2023-01-28 00:00:00+00:00,62,48,10,8
2023-01-29 00:00:00+00:00,61,41,24,13
2023-01-30 00:00:00+00:00,139,73,11,10
