time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-18 00:00:00+00:00,133,60,24,9
2022-10-19 00:00:00+00:00,277,105,48,8
2022-10-20 00:00:00+00:00,325,108,18,10
2022-10-21 00:00:00+00:00,346,111,34,12
2022-10-22 00:00:00+00:00,286,90,8,4
2022-10-23 00:00:00+00:00,168,75,33,2
2022-10-24 00:00:00+00:00,168,74,75,10
2022-10-25 00:00:00+00:00,85,37,23,6
2022-10-26 00:00:00+00:00,52,11,22,4
2022-10-27 00:00:00+00:00,81,36,14,4
2022-10-28 00:00:00+00:00,327,103,32,9
2022-10-29 00:00:00+00:00,285,95,9,6
2022-10-30 00:00:00+00:00,174,76,7,6
2022-10-31 00:00:00+00:00,84,38,31,6
