time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-02 00:00:00+00:00,,,14.0,5.0
2023-01-03 00:00:00+00:00,25.0,21.0,,
2023-01-04 00:00:00+00:00,145.0,66.0,7.0,3.0
2023-01-05 00:00:00+00:00,85.0,48.0,18.0,4.0
2023-01-06 00:00:00+00:00,59.0,42.0,2.0,2.0
2023-01-07 00:00:00+00:00,77.0,44.0,10.0,5.0
2023-01-08 00:00:00+00:00,22.0,18.0,3.0,2.0
2023-01-09 00:00:00+00:00,4.0,4.0,3.0,3.0
2023-01-10 00:00:00+00:00,136.0,69.0,2.0,2.0
2023-01-11 00:00:00+00:00,86.0,55.0,2.0,2.0
2023-01-12 00:00:00+00:00,59.0,43.0,2.0,2.0
2023-01-13 00:00:00+00:00,58.0,38.0,4.0,3.0
2023-01-14 00:00:00+00:00,20.0,15.0,3.0,2.0
2023-01-15 00:00:00+00:00,344.0,130.0,5.0,5.0
