time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-16 00:00:00+00:00,1.0,1.0,17,3
2023-02-17 00:00:00+00:00,,,13,6
2023-02-18 00:00:00+00:00,1.0,1.0,3,3
2023-02-19 00:00:00+00:00,,,5,3
2023-02-20 00:00:00+00:00,,,9,3
2023-02-21 00:00:00+00:00,8.0,8.0,13,4
2023-02-22 00:00:00+00:00,58.0,42.0,1,1
2023-02-23 00:00:00+00:00,59.0,36.0,3,2
2023-02-24 00:00:00+00:00,59.0,34.0,2,2
2023-02-25 00:00:00+00:00,60.0,42.0,3,2
2023-02-26 00:00:00+00:00,20.0,18.0,24,4
2023-02-27 00:00:00+00:00,,,52,8
2023-02-28 00:00:00+00:00,27.0,26.0,5,4
2023-03-01 00:00:00+00:00,109.0,66.0,3,2
