time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-07 00:00:00+00:00,282,139,1.0,1.0
2023-03-08 00:00:00+00:00,858,203,4.0,2.0
2023-03-09 00:00:00+00:00,1605,218,1.0,1.0
2023-03-10 00:00:00+00:00,915,182,2.0,1.0
2023-03-11 00:00:00+00:00,434,143,1.0,1.0
2023-03-12 00:00:00+00:00,239,114,1.0,1.0
2023-03-13 00:00:00+00:00,310,149,1.0,1.0
2023-03-14 00:00:00+00:00,508,177,,
2023-03-15 00:00:00+00:00,632,182,,
2023-03-16 00:00:00+00:00,625,200,2.0,2.0
2023-03-17 00:00:00+00:00,486,158,,
2023-03-18 00:00:00+00:00,408,148,2.0,1.0
2023-03-19 00:00:00+00:00,597,161,2.0,2.0
2023-03-20 00:00:00+00:00,555,169,,
