time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-31 00:00:00+00:00,388,158,3,1
2023-02-01 00:00:00+00:00,411,159,11,3
2023-02-02 00:00:00+00:00,375,140,10,1
2023-02-03 00:00:00+00:00,202,103,3,1
2023-02-04 00:00:00+00:00,204,104,3,1
2023-02-05 00:00:00+00:00,271,133,3,1
2023-02-06 00:00:00+00:00,470,166,3,1
2023-02-07 00:00:00+00:00,481,166,42,4
2023-02-08 00:00:00+00:00,459,172,6,2
2023-02-09 00:00:00+00:00,275,135,13,3
2023-02-10 00:00:00+00:00,246,108,27,5
2023-02-11 00:00:00+00:00,238,115,3,2
2023-02-12 00:00:00+00:00,237,114,8,2
2023-02-13 00:00:00+00:00,306,138,85,4
