time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-08 00:00:00+00:00,6,3,0,0
2026-08-09 00:00:00+00:00,21,16,0,0
2026-08-10 00:00:00+00:00,5,3,1,1
2026-08-11 00:00:00+00:00,3,1,0,0
2026-08-12 00:00:00+00:00,4,2,0,0
2026-08-13 00:00:00+00:00,3,1,0,0
2026-08-14 00:00:00+00:00,4,2,0,0
2026-08-15 00:00:00+00:00,8,3,0,0
2026-08-16 00:00:00+00:00,17,7,4,4
2026-08-17 00:00:00+00:00,47,3,0,0
2026-08-18 00:00:00+00:00,3,1,0,0
2026-08-19 00:00:00+00:00,9,5,1,1
2026-08-20 00:00:00+00:00,10,8,0,0
2026-08-21 00:00:00+00:00,6,3,0,0
