time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-25 00:00:00+00:00,297,128,10.0,3.0
2023-02-26 00:00:00+00:00,243,120,7.0,2.0
2023-02-27 00:00:00+00:00,405,159,5.0,3.0
2023-02-28 00:00:00+00:00,444,157,3.0,3.0
2023-03-01 00:00:00+00:00,379,147,7.0,2.0
2023-03-02 00:00:00+00:00,441,179,1.0,1.0
2023-03-03 00:00:00+00:00,343,126,3.0,2.0
2023-03-04 00:00:00+00:00,421,150,1.0,1.0
2023-03-05 00:00:00+00:00,339,135,1.0,1.0
2023-03-06 00:00:00+00:00,335,146,,
2023-03-07 00:00:00+00:00,282,139,1.0,1.0
2023-03-08 00:00:00+00:00,858,203,4.0,2.0
2023-03-09 00:00:00+00:00,1605,218,1.0,1.0
2023-03-10 00:00:00+00:00,864,181,2.0,1.0
