time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-17 00:00:00+00:00,20.0,15.0,,
2023-03-19 00:00:00+00:00,37.0,25.0,,
2023-03-20 00:00:00+00:00,66.0,41.0,,
2023-03-21 00:00:00+00:00,63.0,42.0,,
2023-03-22 00:00:00+00:00,17.0,12.0,,
2023-03-23 00:00:00+00:00,,,1.0,1.0
2023-03-24 00:00:00+00:00,1.0,1.0,,
2023-03-25 00:00:00+00:00,2.0,1.0,,
2023-03-26 00:00:00+00:00,,,1.0,1.0
2023-03-27 00:00:00+00:00,,,1.0,1.0
