time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,1.0,1.0,4,1
2024-06-28 00:00:00+00:00,68.0,19.0,391,11
2024-06-29 00:00:00+00:00,8.0,5.0,48,4
2024-06-30 00:00:00+00:00,,,3,1
2024-07-01 00:00:00+00:00,7.0,6.0,46,2
2024-07-02 00:00:00+00:00,9.0,6.0,25,2
2024-07-03 00:00:00+00:00,12.0,5.0,49,2
